# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
756           	smoothSolver	3.131470e-05	2.715540e-06	5	2.736320e-04	1.833540e-05	4	false	GAMG	6.532000e-05	4.786510e-06	2	true
757           	smoothSolver	3.106940e-05	2.699780e-06	5	2.810750e-04	1.805900e-05	4	false	GAMG	7.030310e-05	4.249520e-06	1	true
758           	smoothSolver	3.061250e-05	2.688910e-06	5	2.694280e-04	1.780180e-05	4	false	GAMG	6.634310e-05	4.722260e-06	1	true
759           	smoothSolver	3.031830e-05	2.671300e-06	5	2.618490e-04	1.746060e-05	4	false	GAMG	6.977800e-05	6.068340e-06	1	true
760           	smoothSolver	3.036990e-05	2.647210e-06	5	2.594460e-04	1.747350e-05	4	false	GAMG	6.434040e-05	5.911730e-06	1	true
761           	smoothSolver	3.025320e-05	2.625090e-06	5	2.665370e-04	1.761600e-05	4	false	GAMG	6.897080e-05	5.217620e-06	1	true
762           	smoothSolver	2.988400e-05	2.616340e-06	5	2.579020e-04	1.740400e-05	4	false	GAMG	6.493740e-05	4.995860e-06	2	true
763           	smoothSolver	2.965380e-05	2.604240e-06	5	2.619610e-04	1.710900e-05	4	false	GAMG	7.079160e-05	4.271010e-06	1	true
764           	smoothSolver	2.922770e-05	2.591440e-06	5	2.539680e-04	1.685410e-05	4	false	GAMG	6.634680e-05	4.764640e-06	1	true
765           	smoothSolver	2.895080e-05	2.574780e-06	5	2.468340e-04	1.655850e-05	4	false	GAMG	6.994050e-05	5.989780e-06	1	true
766           	smoothSolver	2.899310e-05	2.546990e-06	5	2.503770e-04	1.654950e-05	4	false	GAMG	6.397920e-05	5.737710e-06	1	true
767           	smoothSolver	2.896460e-05	2.532980e-06	5	2.476020e-04	1.673700e-05	4	false	GAMG	6.898170e-05	5.207600e-06	1	true
768           	smoothSolver	2.861920e-05	2.521230e-06	5	2.435500e-04	1.653960e-05	4	false	GAMG	6.455720e-05	4.547190e-06	2	true
769           	smoothSolver	2.832460e-05	2.504540e-06	5	2.528070e-04	1.618100e-05	4	false	GAMG	6.995270e-05	3.976590e-06	1	true
770           	smoothSolver	2.797480e-05	2.500440e-06	5	2.392080e-04	1.594730e-05	4	false	GAMG	6.557240e-05	4.708640e-06	1	true
771           	smoothSolver	2.772380e-05	2.485930e-06	5	2.318520e-04	1.568370e-05	4	false	GAMG	6.969230e-05	5.726340e-06	1	true
772           	smoothSolver	2.776620e-05	2.465280e-06	5	2.297020e-04	1.568880e-05	4	false	GAMG	6.363430e-05	5.426340e-06	1	true
773           	smoothSolver	2.784900e-05	2.446590e-06	5	2.333860e-04	1.588730e-05	4	false	GAMG	6.793110e-05	4.998070e-06	1	true
774           	smoothSolver	2.744900e-05	2.429000e-06	5	2.354780e-04	1.572920e-05	4	false	GAMG	6.301540e-05	6.154580e-06	1	true
775           	smoothSolver	2.731550e-05	2.425560e-06	5	2.283960e-04	1.544060e-05	4	false	GAMG	6.970620e-05	4.130930e-06	1	true
776           	smoothSolver	2.699320e-05	2.414950e-06	5	2.217150e-04	1.518950e-05	4	false	GAMG	6.241980e-05	5.269470e-06	1	true
777           	smoothSolver	2.684730e-05	2.400260e-06	5	2.209200e-04	1.499530e-05	4	false	GAMG	6.788330e-05	4.212190e-06	1	true
778           	smoothSolver	2.663480e-05	2.388670e-06	5	2.168630e-04	1.489190e-05	4	false	GAMG	6.170320e-05	4.987960e-06	1	true
779           	smoothSolver	2.653440e-05	2.372710e-06	5	2.175610e-04	1.478840e-05	4	false	GAMG	6.801970e-05	4.468620e-06	1	true
780           	smoothSolver	2.633570e-05	2.361860e-06	5	2.130830e-04	1.469170e-05	4	false	GAMG	6.126610e-05	4.990040e-06	1	true
781           	smoothSolver	2.621270e-05	2.348100e-06	5	2.117890e-04	1.456630e-05	4	false	GAMG	6.751190e-05	4.585770e-06	1	true
782           	smoothSolver	2.601780e-05	2.336100e-06	5	2.086650e-04	1.443810e-05	4	false	GAMG	6.086080e-05	4.963740e-06	1	true
783           	smoothSolver	2.590110e-05	2.323340e-06	5	2.072820e-04	1.429910e-05	4	false	GAMG	6.694980e-05	4.573560e-06	1	true
784           	smoothSolver	2.572200e-05	2.312430e-06	5	2.042860e-04	1.416560e-05	4	false	GAMG	6.088470e-05	4.919200e-06	1	true
785           	smoothSolver	2.562510e-05	2.300990e-06	5	2.029550e-04	1.403540e-05	4	false	GAMG	6.680750e-05	4.405610e-06	1	true
786           	smoothSolver	2.542580e-05	2.284770e-06	5	2.067550e-04	1.388070e-05	4	false	GAMG	6.075480e-05	4.758540e-06	1	true
787           	smoothSolver	2.535590e-05	2.279380e-06	5	1.988960e-04	1.376960e-05	4	false	GAMG	6.647550e-05	4.181950e-06	1	true
788           	smoothSolver	2.518450e-05	2.269980e-06	5	1.952360e-04	1.363270e-05	4	false	GAMG	6.050360e-05	4.528100e-06	1	true
789           	smoothSolver	2.510470e-05	2.257990e-06	5	1.961500e-04	1.351370e-05	4	false	GAMG	6.567640e-05	4.040880e-06	1	true
790           	smoothSolver	2.494900e-05	2.248860e-06	5	1.912250e-04	1.338700e-05	4	false	GAMG	5.978450e-05	4.317940e-06	1	true
791           	smoothSolver	2.487530e-05	2.237720e-06	5	1.912300e-04	1.327640e-05	4	false	GAMG	6.646580e-05	4.011080e-06	1	true
792           	smoothSolver	2.471420e-05	2.228400e-06	5	1.868870e-04	1.314970e-05	4	false	GAMG	6.020400e-05	4.216880e-06	1	true
793           	smoothSolver	2.462880e-05	2.217870e-06	5	1.855200e-04	1.303650e-05	4	false	GAMG	6.478500e-05	3.983400e-06	1	true
794           	smoothSolver	2.449240e-05	2.207550e-06	5	1.831890e-04	1.290300e-05	4	false	GAMG	5.892180e-05	4.156080e-06	1	true
795           	smoothSolver	2.441080e-05	2.199200e-06	5	1.814710e-04	1.279740e-05	4	false	GAMG	6.375110e-05	3.931370e-06	1	true
796           	smoothSolver	2.427060e-05	2.189020e-06	5	1.810290e-04	1.266890e-05	4	false	GAMG	5.877520e-05	4.127220e-06	1	true
797           	smoothSolver	2.421520e-05	2.180490e-06	5	1.783040e-04	1.256890e-05	4	false	GAMG	6.385040e-05	3.886400e-06	1	true
798           	smoothSolver	2.410270e-05	2.171870e-06	5	1.749370e-04	1.244530e-05	4	false	GAMG	5.865840e-05	4.114790e-06	1	true
799           	smoothSolver	2.411700e-05	2.160810e-06	5	1.794590e-04	1.233600e-05	4	false	GAMG	6.445210e-05	3.851860e-06	1	true
800           	smoothSolver	2.391880e-05	2.153620e-06	5	1.708960e-04	1.221340e-05	4	false	GAMG	5.897010e-05	4.089490e-06	1	true
801           	smoothSolver	2.385300e-05	2.144190e-06	5	1.697290e-04	1.211500e-05	4	false	GAMG	6.312070e-05	3.840410e-06	1	true
802           	smoothSolver	2.375490e-05	2.134480e-06	5	1.674600e-04	1.199560e-05	4	false	GAMG	5.843010e-05	4.070860e-06	1	true
803           	smoothSolver	2.368850e-05	2.126450e-06	5	1.660510e-04	1.190960e-05	4	false	GAMG	6.272820e-05	3.827130e-06	1	true
804           	smoothSolver	2.357470e-05	2.116930e-06	5	1.667170e-04	1.179360e-05	4	false	GAMG	5.825810e-05	4.065080e-06	1	true
805           	smoothSolver	2.352230e-05	2.108630e-06	5	1.625250e-04	1.170720e-05	4	false	GAMG	6.292660e-05	3.828120e-06	1	true
806           	smoothSolver	2.344000e-05	2.098890e-06	5	1.631070e-04	1.159150e-05	4	false	GAMG	5.804700e-05	4.068320e-06	1	true
807           	smoothSolver	2.336080e-05	2.089590e-06	5	1.590770e-04	1.150550e-05	4	false	GAMG	6.270780e-05	3.831050e-06	1	true
808           	smoothSolver	2.324440e-05	2.078320e-06	5	1.605280e-04	1.139250e-05	4	false	GAMG	5.767620e-05	4.080680e-06	1	true
809           	smoothSolver	2.320790e-05	2.062130e-06	5	1.561310e-04	1.129030e-05	4	false	GAMG	6.245450e-05	3.849840e-06	1	true
810           	smoothSolver	2.309760e-05	2.060040e-06	5	1.533840e-04	1.120410e-05	4	false	GAMG	5.815440e-05	4.065380e-06	1	true
811           	smoothSolver	2.317980e-05	2.045570e-06	5	1.730530e-04	1.110460e-05	4	false	GAMG	6.248730e-05	3.862210e-06	1	true
812           	smoothSolver	2.293050e-05	2.040590e-06	5	1.501980e-04	1.101240e-05	4	false	GAMG	5.757190e-05	4.065290e-06	1	true
813           	smoothSolver	2.283840e-05	2.028890e-06	5	1.528210e-04	1.092160e-05	4	false	GAMG	6.216470e-05	3.866580e-06	1	true
814           	smoothSolver	2.277520e-05	2.020880e-06	5	1.470810e-04	1.082740e-05	4	false	GAMG	5.840250e-05	4.074670e-06	1	true
815           	smoothSolver	2.270470e-05	2.010960e-06	5	1.466630e-04	1.074360e-05	4	false	GAMG	6.537530e-05	3.855660e-06	1	true
816           	smoothSolver	2.260800e-05	2.000650e-06	5	1.440000e-04	1.064630e-05	4	false	GAMG	5.832710e-05	4.050770e-06	1	true
817           	smoothSolver	2.256490e-05	1.985450e-06	5	1.515160e-04	1.054950e-05	4	false	GAMG	6.199890e-05	3.846640e-06	1	true
818           	smoothSolver	2.245190e-05	1.979840e-06	5	1.410450e-04	1.046720e-05	4	false	GAMG	5.721670e-05	4.030640e-06	1	true
819           	smoothSolver	2.236030e-05	1.968760e-06	5	1.402690e-04	1.038430e-05	4	false	GAMG	6.084020e-05	3.857180e-06	1	true
820           	smoothSolver	2.227840e-05	1.958850e-06	5	1.382170e-04	1.029860e-05	4	false	GAMG	5.649160e-05	4.024710e-06	1	true
821           	smoothSolver	2.218620e-05	1.947640e-06	5	1.372420e-04	1.022050e-05	4	false	GAMG	6.133790e-05	3.869540e-06	1	true
822           	smoothSolver	2.210730e-05	1.937330e-06	5	1.354450e-04	1.013580e-05	4	false	GAMG	5.646010e-05	4.019120e-06	1	true
823           	smoothSolver	2.201420e-05	1.924720e-06	5	1.346270e-04	1.005390e-05	4	false	GAMG	6.057990e-05	3.875620e-06	1	true
824           	smoothSolver	2.193330e-05	1.914890e-06	5	1.332340e-04	9.975630e-06	4	false	GAMG	5.582720e-05	4.013520e-06	1	true
825           	smoothSolver	2.184380e-05	1.903960e-06	5	1.319660e-04	9.903880e-06	4	false	GAMG	5.979780e-05	3.886500e-06	1	true
826           	smoothSolver	2.176460e-05	1.893560e-06	5	1.303850e-04	9.831530e-06	4	false	GAMG	5.578450e-05	4.006720e-06	1	true
827           	smoothSolver	2.170950e-05	1.872190e-06	5	1.338390e-04	9.734770e-06	4	false	GAMG	5.966250e-05	3.893220e-06	1	true
828           	smoothSolver	2.157930e-05	1.870780e-06	5	1.280060e-04	9.685060e-06	4	false	GAMG	5.533450e-05	4.005850e-06	1	true
829           	smoothSolver	2.148570e-05	1.859160e-06	5	1.271430e-04	9.612390e-06	4	false	GAMG	5.936560e-05	3.894350e-06	1	true
830           	smoothSolver	2.139640e-05	1.848490e-06	5	1.260900e-04	9.545840e-06	4	false	GAMG	5.534980e-05	3.979020e-06	1	true
831           	smoothSolver	2.129530e-05	1.836230e-06	5	1.248970e-04	9.475900e-06	4	false	GAMG	5.891270e-05	3.858400e-06	1	true
832           	smoothSolver	2.120230e-05	1.825910e-06	5	1.233960e-04	9.411420e-06	4	false	GAMG	5.466030e-05	3.961440e-06	1	true
833           	smoothSolver	2.113070e-05	1.810510e-06	5	1.272890e-04	9.333510e-06	4	false	GAMG	5.875300e-05	3.833680e-06	1	true
834           	smoothSolver	2.100690e-05	1.802930e-06	5	1.213840e-04	9.279210e-06	4	false	GAMG	5.441070e-05	3.922910e-06	1	true
835           	smoothSolver	2.090930e-05	1.790920e-06	5	1.205750e-04	9.212760e-06	4	false	GAMG	5.838280e-05	3.814780e-06	1	true
836           	smoothSolver	2.080930e-05	1.780130e-06	5	1.193340e-04	9.156370e-06	4	false	GAMG	5.409650e-05	3.894690e-06	1	true
837           	smoothSolver	2.071000e-05	1.762190e-06	5	1.196210e-04	9.080780e-06	4	false	GAMG	5.783870e-05	3.789980e-06	1	true
838           	smoothSolver	2.061190e-05	1.756670e-06	5	1.175460e-04	9.043190e-06	4	false	GAMG	5.406330e-05	3.864890e-06	1	true
839           	smoothSolver	2.050670e-05	1.744060e-06	5	1.170260e-04	8.982690e-06	4	false	GAMG	5.796570e-05	3.760400e-06	1	true
840           	smoothSolver	2.040740e-05	1.733170e-06	5	1.179260e-04	8.934290e-06	4	false	GAMG	5.407440e-05	3.821500e-06	1	true
841           	smoothSolver	2.031310e-05	1.721930e-06	5	1.151100e-04	8.881600e-06	4	false	GAMG	5.834680e-05	3.715120e-06	1	true
842           	smoothSolver	2.019440e-05	1.709660e-06	5	1.179240e-04	8.832770e-06	4	false	GAMG	5.379480e-05	3.756390e-06	1	true
843           	smoothSolver	2.009650e-05	1.698610e-06	5	1.134560e-04	8.781080e-06	4	false	GAMG	5.757030e-05	3.644850e-06	1	true
844           	smoothSolver	1.998310e-05	1.687100e-06	5	1.130390e-04	8.735430e-06	4	false	GAMG	5.316490e-05	3.687700e-06	1	true
845           	smoothSolver	2.015540e-05	1.670630e-06	5	1.312140e-04	8.670050e-06	4	false	GAMG	5.766880e-05	3.576320e-06	1	true
846           	smoothSolver	1.977680e-05	1.664040e-06	5	1.108820e-04	8.640290e-06	4	false	GAMG	5.422020e-05	3.620510e-06	1	true
847           	smoothSolver	1.967040e-05	1.652030e-06	5	1.102330e-04	8.589320e-06	4	false	GAMG	5.725200e-05	3.490190e-06	1	true
848           	smoothSolver	1.960240e-05	1.635000e-06	5	1.115220e-04	8.537140e-06	4	false	GAMG	5.252090e-05	3.515840e-06	1	true
849           	smoothSolver	1.944680e-05	1.628310e-06	5	1.088770e-04	8.503830e-06	4	false	GAMG	5.609350e-05	3.355020e-06	1	true
850           	smoothSolver	1.934360e-05	1.617200e-06	5	1.082730e-04	8.470760e-06	4	false	GAMG	5.236080e-05	3.416220e-06	1	true
851           	smoothSolver	1.925510e-05	1.603730e-06	5	1.094160e-04	8.424080e-06	4	false	GAMG	5.599150e-05	3.261660e-06	1	true
852           	smoothSolver	1.912650e-05	1.593650e-06	5	1.066580e-04	8.396730e-06	4	false	GAMG	5.195600e-05	3.344320e-06	1	true
853           	smoothSolver	1.902180e-05	1.581190e-06	5	1.068910e-04	8.354190e-06	4	false	GAMG	5.603480e-05	3.191380e-06	1	true
854           	smoothSolver	1.890630e-05	1.570240e-06	5	1.055570e-04	8.326210e-06	4	false	GAMG	5.194180e-05	3.296370e-06	1	true
855           	smoothSolver	1.878950e-05	1.555910e-06	5	1.109110e-04	8.279870e-06	4	false	GAMG	5.552070e-05	3.187760e-06	1	true
856           	smoothSolver	1.867880e-05	1.546780e-06	5	1.050960e-04	8.261080e-06	4	false	GAMG	5.143170e-05	3.265910e-06	1	true
857           	smoothSolver	1.857280e-05	1.534940e-06	5	1.038860e-04	8.227530e-06	4	false	GAMG	5.526580e-05	3.064190e-06	1	true
858           	smoothSolver	1.845190e-05	1.523170e-06	5	1.042370e-04	8.204390e-06	4	false	GAMG	5.099440e-05	3.162800e-06	1	true
859           	smoothSolver	1.834080e-05	1.511130e-06	5	1.038390e-04	8.171210e-06	4	false	GAMG	5.513600e-05	3.032090e-06	1	true
860           	smoothSolver	1.821910e-05	1.500130e-06	5	1.034220e-04	8.153600e-06	4	false	GAMG	5.058690e-05	3.107470e-06	1	true
861           	smoothSolver	1.811350e-05	1.488800e-06	5	1.022090e-04	8.125720e-06	4	false	GAMG	5.521180e-05	2.928380e-06	1	true
862           	smoothSolver	1.798870e-05	1.477740e-06	5	1.013030e-04	8.107280e-06	4	false	GAMG	5.126630e-05	3.028360e-06	1	true
863           	smoothSolver	1.788000e-05	1.466230e-06	5	1.010470e-04	8.078990e-06	4	false	GAMG	5.455840e-05	2.880520e-06	1	true
864           	smoothSolver	1.775090e-05	1.454540e-06	5	1.004610e-04	8.057300e-06	4	false	GAMG	4.977530e-05	2.963870e-06	1	true
865           	smoothSolver	1.764930e-05	1.443350e-06	5	1.002130e-04	8.029240e-06	4	false	GAMG	5.393190e-05	2.766130e-06	1	true
866           	smoothSolver	1.751920e-05	1.431970e-06	5	9.960960e-05	8.011450e-06	4	false	GAMG	4.971550e-05	2.887240e-06	1	true
867           	smoothSolver	1.740870e-05	1.420590e-06	5	9.991080e-05	7.993580e-06	4	false	GAMG	5.393630e-05	2.757420e-06	1	true
868           	smoothSolver	1.727920e-05	1.408460e-06	5	1.039700e-04	7.981010e-06	4	false	GAMG	4.941320e-05	2.855690e-06	1	true
869           	smoothSolver	1.718070e-05	1.397640e-06	5	9.947200e-05	7.968050e-06	4	false	GAMG	5.448130e-05	2.634570e-06	1	true
870           	smoothSolver	1.707170e-05	1.386720e-06	5	9.856890e-05	7.964570e-06	4	false	GAMG	5.054020e-05	2.763280e-06	1	true
871           	smoothSolver	1.694860e-05	1.375360e-06	5	9.828700e-05	7.955720e-06	4	false	GAMG	5.724220e-05	2.643350e-06	1	true
872           	smoothSolver	1.681340e-05	1.364330e-06	5	9.792230e-05	7.949270e-06	4	false	GAMG	5.086540e-05	2.758240e-06	1	true
873           	smoothSolver	1.681080e-05	1.346320e-06	5	1.270210e-04	7.915370e-06	4	false	GAMG	5.372830e-05	2.536710e-06	1	true
874           	smoothSolver	1.658610e-05	1.341650e-06	5	9.767810e-05	7.925250e-06	4	false	GAMG	4.895530e-05	2.651990e-06	1	true
875           	smoothSolver	1.646250e-05	1.329460e-06	5	1.003890e-04	7.910810e-06	4	false	GAMG	5.333920e-05	2.508790e-06	1	true
876           	smoothSolver	1.633410e-05	1.318680e-06	5	9.727670e-05	7.906980e-06	4	false	GAMG	4.849900e-05	2.658400e-06	1	true
877           	smoothSolver	1.622490e-05	1.307760e-06	5	9.935560e-05	7.897140e-06	4	false	GAMG	5.271920e-05	2.448730e-06	1	true
878           	smoothSolver	1.611060e-05	1.297620e-06	5	9.645730e-05	7.897730e-06	4	false	GAMG	4.915020e-05	2.594310e-06	1	true
879           	smoothSolver	1.599900e-05	1.285650e-06	5	9.981950e-05	7.893960e-06	4	false	GAMG	5.236270e-05	2.423620e-06	1	true
880           	smoothSolver	1.586950e-05	1.275970e-06	5	9.648570e-05	7.899740e-06	4	false	GAMG	4.797050e-05	2.584310e-06	1	true
881           	smoothSolver	1.576100e-05	1.264780e-06	5	9.655760e-05	7.896410e-06	4	false	GAMG	5.248390e-05	2.369230e-06	1	true
882           	smoothSolver	1.565750e-05	1.254070e-06	5	9.901570e-05	7.900030e-06	4	false	GAMG	4.793000e-05	2.536210e-06	1	true
883           	smoothSolver	1.554020e-05	1.243450e-06	5	9.599730e-05	7.903290e-06	4	false	GAMG	5.326660e-05	2.321080e-06	1	true
884           	smoothSolver	1.538070e-05	1.228440e-06	5	1.459350e-04	1.270040e-05	3	false	GAMG	4.866280e-05	2.598430e-06	1	true
885           	smoothSolver	1.529680e-05	1.221130e-06	5	1.093410e-04	8.419790e-06	4	false	GAMG	5.261370e-05	2.442020e-06	1	true
886           	smoothSolver	1.520540e-05	1.211790e-06	5	1.014730e-04	8.147590e-06	4	false	GAMG	4.881270e-05	2.563260e-06	1	true
887           	smoothSolver	1.508560e-05	1.201490e-06	5	9.616940e-05	7.990610e-06	4	false	GAMG	5.205450e-05	2.202500e-06	1	true
888           	smoothSolver	1.488780e-05	1.186080e-06	5	1.497290e-04	1.275060e-05	3	false	GAMG	4.760470e-05	2.493900e-06	1	true
889           	smoothSolver	1.481970e-05	1.181060e-06	5	1.019040e-04	8.419950e-06	4	false	GAMG	5.191050e-05	2.453980e-06	1	true
890           	smoothSolver	1.474180e-05	1.171410e-06	5	9.979670e-05	8.141080e-06	4	false	GAMG	4.826320e-05	2.598680e-06	1	true
891           	smoothSolver	1.464500e-05	1.161280e-06	5	9.613830e-05	7.983810e-06	4	false	GAMG	5.252090e-05	2.039350e-06	1	true
892           	smoothSolver	1.462660e-05	1.147450e-06	5	1.343500e-04	1.279310e-05	3	false	GAMG	4.692630e-05	2.393570e-06	1	true
893           	smoothSolver	1.436580e-05	1.142080e-06	5	1.016760e-04	8.434790e-06	4	false	GAMG	5.124260e-05	2.294340e-06	1	true
894           	smoothSolver	1.427480e-05	1.133330e-06	5	9.737040e-05	8.150240e-06	4	false	GAMG	4.823170e-05	2.449070e-06	1	true
895           	smoothSolver	1.420490e-05	1.122090e-06	5	1.013980e-04	7.975030e-06	4	false	GAMG	5.045110e-05	1.868710e-06	1	true
896           	smoothSolver	1.401490e-05	1.114560e-06	5	9.670270e-05	7.945520e-06	4	false	GAMG	4.502360e-05	2.082030e-06	1	true
897           	smoothSolver	1.390550e-05	1.105240e-06	5	9.678530e-05	7.912770e-06	4	false	GAMG	4.939720e-05	1.925400e-06	1	true
898           	smoothSolver	1.377220e-05	1.096630e-06	5	9.614940e-05	7.890930e-06	4	false	GAMG	4.478000e-05	2.163150e-06	1	true
899           	smoothSolver	1.368610e-05	1.086560e-06	5	9.725240e-05	7.872020e-06	4	false	GAMG	4.909290e-05	1.742240e-06	1	true
900           	smoothSolver	1.352890e-05	1.078280e-06	5	9.638400e-05	7.863100e-06	4	false	GAMG	4.405220e-05	1.968440e-06	1	true
901           	smoothSolver	1.343540e-05	1.068870e-06	5	9.657170e-05	7.838420e-06	4	false	GAMG	4.917640e-05	1.778160e-06	1	true
902           	smoothSolver	1.334070e-05	1.057770e-06	5	1.313320e-04	1.258330e-05	3	false	GAMG	4.482470e-05	2.098460e-06	1	true
903           	smoothSolver	1.319780e-05	1.050620e-06	5	1.006470e-04	8.268680e-06	4	false	GAMG	4.995580e-05	1.863090e-06	1	true
904           	smoothSolver	1.306960e-05	1.042460e-06	5	9.754290e-05	7.975630e-06	4	false	GAMG	4.498310e-05	2.018830e-06	1	true
905           	smoothSolver	1.298610e-05	1.033570e-06	5	9.637400e-05	7.774840e-06	4	false	GAMG	4.866990e-05	1.733060e-06	1	true
906           	smoothSolver	1.287220e-05	1.025490e-06	5	9.636490e-05	7.694270e-06	4	false	GAMG	4.411870e-05	1.911890e-06	1	true
907           	smoothSolver	1.275640e-05	1.016770e-06	5	9.543590e-05	7.651260e-06	4	false	GAMG	4.905680e-05	1.721430e-06	1	true
908           	smoothSolver	1.279590e-05	1.006440e-06	5	1.197460e-04	7.607790e-06	4	false	GAMG	4.333270e-05	1.919470e-06	1	true
909           	smoothSolver	1.252030e-05	1.000080e-06	5	9.487140e-05	7.588720e-06	4	false	GAMG	4.836210e-05	1.705870e-06	1	true
910           	smoothSolver	1.238150e-05	9.915040e-07	5	9.890670e-05	7.549700e-06	4	false	GAMG	4.319730e-05	1.915030e-06	1	true
911           	smoothSolver	1.231010e-05	9.837200e-07	5	9.406550e-05	7.519850e-06	4	false	GAMG	4.863020e-05	1.711790e-06	1	true
912           	smoothSolver	1.217450e-05	9.760000e-07	5	9.357390e-05	7.483160e-06	4	false	GAMG	4.330470e-05	1.920640e-06	1	true
913           	smoothSolver	1.209380e-05	9.675680e-07	5	9.346810e-05	7.450750e-06	4	false	GAMG	4.882890e-05	1.725720e-06	1	true
914           	smoothSolver	1.196480e-05	9.600210e-07	5	9.231960e-05	7.413620e-06	4	false	GAMG	4.426800e-05	1.927880e-06	1	true
915           	smoothSolver	1.188300e-05	9.514550e-07	5	9.325810e-05	7.379600e-06	4	false	GAMG	4.823370e-05	1.719000e-06	1	true
916           	smoothSolver	1.175950e-05	9.440080e-07	5	9.195410e-05	7.341320e-06	4	false	GAMG	4.386980e-05	1.912420e-06	1	true
917           	smoothSolver	1.167900e-05	9.357200e-07	5	9.212950e-05	7.307600e-06	4	false	GAMG	4.873640e-05	1.705870e-06	1	true
918           	smoothSolver	1.156220e-05	9.282220e-07	5	9.413150e-05	7.266640e-06	4	false	GAMG	4.382290e-05	1.901400e-06	1	true
919           	smoothSolver	1.146890e-05	9.205160e-07	5	9.111460e-05	7.233180e-06	4	false	GAMG	4.886720e-05	1.711390e-06	1	true
920           	smoothSolver	1.130670e-05	9.101380e-07	5	1.303560e-04	1.159780e-05	3	false	GAMG	4.395950e-05	2.036750e-06	1	true
921           	smoothSolver	1.124250e-05	9.050700e-07	5	9.431740e-05	7.590830e-06	4	false	GAMG	4.891650e-05	1.801980e-06	1	true
922           	smoothSolver	1.115300e-05	8.976810e-07	5	9.561040e-05	7.319890e-06	4	false	GAMG	4.468180e-05	1.958220e-06	1	true
923           	smoothSolver	1.106930e-05	8.902950e-07	5	8.997590e-05	7.134230e-06	4	false	GAMG	4.870540e-05	1.725370e-06	1	true
924           	smoothSolver	1.095420e-05	8.828040e-07	5	9.344230e-05	7.040590e-06	4	false	GAMG	4.381220e-05	1.903160e-06	1	true
925           	smoothSolver	1.087090e-05	8.757310e-07	5	8.854920e-05	6.995660e-06	4	false	GAMG	4.894890e-05	1.706680e-06	1	true
926           	smoothSolver	1.075300e-05	8.685180e-07	5	9.110500e-05	6.952870e-06	4	false	GAMG	4.392950e-05	1.886480e-06	1	true
927           	smoothSolver	1.066210e-05	8.612790e-07	5	8.773880e-05	6.929180e-06	4	false	GAMG	4.856590e-05	1.678330e-06	1	true
928           	smoothSolver	1.052880e-05	8.533480e-07	5	9.557230e-05	6.881490e-06	4	false	GAMG	4.323240e-05	1.872880e-06	1	true
929           	smoothSolver	1.046380e-05	8.470710e-07	5	8.679370e-05	6.853420e-06	4	false	GAMG	4.819430e-05	1.691510e-06	1	true
930           	smoothSolver	1.034500e-05	8.402280e-07	5	8.644320e-05	6.806670e-06	4	false	GAMG	4.320060e-05	1.889030e-06	1	true
931           	smoothSolver	1.027420e-05	8.330840e-07	5	8.592040e-05	6.774460e-06	4	false	GAMG	4.868720e-05	1.698800e-06	1	true
932           	smoothSolver	1.015530e-05	8.265590e-07	5	8.479760e-05	6.729510e-06	4	false	GAMG	4.378940e-05	1.887520e-06	1	true
933           	smoothSolver	1.008240e-05	8.192550e-07	5	8.574090e-05	6.696100e-06	4	false	GAMG	4.805930e-05	1.687650e-06	1	true
934           	smoothSolver	9.967090e-06	8.129020e-07	5	8.421280e-05	6.649680e-06	4	false	GAMG	4.327390e-05	1.869420e-06	1	true
935           	smoothSolver	9.891140e-06	8.059060e-07	5	8.410080e-05	6.616680e-06	4	false	GAMG	4.845930e-05	1.674150e-06	1	true
936           	smoothSolver	9.785520e-06	7.993950e-07	5	8.586850e-05	6.567970e-06	4	false	GAMG	4.370850e-05	1.861780e-06	1	true
937           	smoothSolver	9.699930e-06	7.927330e-07	5	8.289410e-05	6.534230e-06	4	false	GAMG	4.888130e-05	1.689110e-06	1	true
938           	smoothSolver	9.576610e-06	7.834520e-07	5	1.264870e-04	1.045640e-05	3	false	GAMG	4.406320e-05	1.988580e-06	1	true
939           	smoothSolver	9.508330e-06	7.794460e-07	5	8.648350e-05	6.833180e-06	4	false	GAMG	4.905690e-05	1.759310e-06	1	true
940           	smoothSolver	9.425430e-06	7.734180e-07	5	8.675400e-05	6.592260e-06	4	false	GAMG	4.458530e-05	1.901310e-06	1	true
941           	smoothSolver	9.345640e-06	7.673050e-07	5	8.134060e-05	6.423830e-06	4	false	GAMG	4.864040e-05	1.702200e-06	1	true
942           	smoothSolver	9.253980e-06	7.608460e-07	5	8.526730e-05	6.325160e-06	4	false	GAMG	4.360710e-05	1.847580e-06	1	true
943           	smoothSolver	9.178520e-06	7.548550e-07	5	7.977110e-05	6.278350e-06	4	false	GAMG	4.865620e-05	1.652940e-06	1	true
944           	smoothSolver	9.077400e-06	7.486900e-07	5	8.246870e-05	6.231440e-06	4	false	GAMG	4.362620e-05	1.813500e-06	1	true
945           	smoothSolver	8.990030e-06	7.426630e-07	5	7.874790e-05	6.204240e-06	4	false	GAMG	4.822840e-05	1.654170e-06	1	true
